fbus;tbus;r;x;b;rateA;rateB;rateC;ratio;angle;status;angmin;angmax
610;317;0.006341;0.042232;0.078;415.0;415.0;415.0;1.0;0.0;1;-30.0;30.0
1449;319;4.5e-5;8.9e-5;0.0007;320583.0;320583.0;320583.0;1.0;0.0;1;-30.0;30.0
359;320;0.002601;0.017284;0.0324;471.0;471.0;471.0;1.0;0.0;1;-30.0;30.0
1427;320;0.008257;0.036427;0.0582;379.0;379.0;379.0;1.0;0.0;1;-30.0;30.0
658;321;0.001857;0.014461;0.0481;376.0;376.0;376.0;1.0;0.0;1;-30.0;30.0
1364;321;0.003202;0.030829;0.1164;376.0;376.0;376.0;1.0;0.0;1;-30.0;30.0
708;323;0.006005;0.02878;0.0496;370.0;370.0;370.0;1.0;0.0;1;-30.0;30.0
841;323;0.003595;0.0176;0.0294;354.0;354.0;354.0;1.0;0.0;1;-30.0;30.0
1405;324;0.002133;0.014756;0.0294;2077.0;2077.0;2077.0;1.0;0.0;1;-30.0;30.0
1030;325;0.00642;0.043852;0.083;391.0;391.0;391.0;1.0;0.0;1;-30.0;30.0
1193;325;0.003002;0.020227;0.0385;391.0;391.0;391.0;1.0;0.0;1;-30.0;30.0
1044;326;8.9e-5;0.000751;0.079;426.0;426.0;426.0;1.0;0.0;1;-30.0;30.0
361;328;0.003477;0.018074;0.0304;311.0;311.0;311.0;1.0;0.0;1;-30.0;30.0
825;328;0.003141;0.015526;0.0268;253.0;253.0;253.0;1.0;0.0;1;-30.0;30.0
941;328;0.000237;0.001541;0.0091;420.0;420.0;420.0;1.0;0.0;1;-30.0;30.0
616;329;0.001086;0.00642;0.0121;455.0;455.0;455.0;1.0;0.0;1;-30.0;30.0
760;329;0.004464;0.021452;0.0385;255.0;255.0;255.0;1.0;0.0;1;-30.0;30.0
703;330;0.000158;0.000474;0.0506;278.0;278.0;278.0;1.0;0.0;1;-30.0;30.0
848;330;0.000198;0.00077;0.0972;311.0;311.0;311.0;1.0;0.0;1;-30.0;30.0
1451;331;1.6e-5;9.9e-5;0.001;471.0;471.0;471.0;1.0;0.0;1;-30.0;30.0
1450;332;1.6e-5;9.9e-5;0.001;540.0;540.0;540.0;1.0;0.0;1;-30.0;30.0
1109;333;0.005531;0.037215;0.0678;575.0;575.0;575.0;1.0;0.0;1;-30.0;30.0
1298;2072;0.004365;0.029491;0.0537;575.0;575.0;575.0;1.0;0.0;1;-30.0;30.0
1109;2072;0.005452;0.036365;0.0668;575.0;575.0;575.0;1.0;0.0;1;-30.0;30.0
427;334;0.003002;0.014163;0.0253;432.0;432.0;432.0;1.0;0.0;1;-30.0;30.0
555;334;0.001778;0.009837;0.0248;432.0;432.0;432.0;1.0;0.0;1;-30.0;30.0
435;335;0.005491;0.037076;0.0658;535.0;535.0;535.0;1.0;0.0;1;-30.0;30.0
1201;335;0.000454;0.0032;0.0051;471.0;471.0;471.0;1.0;0.0;1;-30.0;30.0
1452;335;0.00083;0.005669;0.0111;558.0;558.0;558.0;1.0;0.0;1;-30.0;30.0
435;335;0.005412;0.036543;0.0658;558.0;558.0;558.0;1.0;0.0;1;-30.0;30.0
435;335;0.005432;0.036543;0.0658;558.0;558.0;558.0;1.0;0.0;1;-30.0;30.0
1010;340;0.00877;0.026489;0.0435;1110.0;1110.0;1110.0;1.0;0.0;1;-30.0;30.0
1159;340;0.000968;0.003516;0.0061;8488.0;8488.0;8488.0;1.0;0.0;1;-30.0;30.0
1531;340;0.008099;0.028247;0.0466;1054.0;1054.0;1054.0;1.0;0.0;1;-30.0;30.0
988;340;0.001521;0.00721;0.0121;270.0;270.0;270.0;1.0;0.0;1;-30.0;30.0
484;341;0.000138;0.000573;0.0699;259.0;259.0;259.0;1.0;0.0;1;-30.0;30.0
892;343;0.000198;0.000731;0.647;420.0;420.0;420.0;1.0;0.0;1;-30.0;30.0
955;343;0.000652;0.002351;0.5123;288.0;288.0;288.0;1.0;0.0;1;-30.0;30.0
1482;343;0.000593;0.005649;0.0223;656.0;656.0;656.0;1.0;0.0;1;-30.0;30.0
892;343;0.000182;0.000622;0.5559;420.0;420.0;420.0;1.0;0.0;1;-30.0;30.0
955;343;0.000652;0.00237;0.5133;288.0;288.0;288.0;1.0;0.0;1;-30.0;30.0
1481;343;0.000612;0.005669;0.0278;935.0;935.0;935.0;1.0;0.0;1;-30.0;30.0
892;343;0.000237;0.002114;0.1954;426.0;426.0;426.0;1.0;0.0;1;-30.0;30.0
1469;343;0.000217;0.002054;0.0197;935.0;935.0;935.0;1.0;0.0;1;-30.0;30.0
1470;343;0.000217;0.002035;0.0147;935.0;935.0;935.0;1.0;0.0;1;-30.0;30.0
981;345;0.00287;0.017709;0.0334;455.0;455.0;455.0;1.0;0.0;1;-30.0;30.0
1456;346;0.002015;0.012879;0.0243;296.0;296.0;296.0;1.0;0.0;1;-30.0;30.0
557;345;0.00482;0.03119;0.0577;296.0;296.0;296.0;1.0;0.0;1;-30.0;30.0
559;347;0.000529;0.008085;0.2498;2487.0;2487.0;2487.0;1.0;0.0;1;-30.0;30.0
882;347;0.001142;0.014569;0.3855;1746.0;1746.0;1746.0;1.0;0.0;1;-30.0;30.0
607;348;0.002884;0.019358;0.0714;471.0;471.0;471.0;1.0;0.0;1;-30.0;30.0
990;348;0.004978;0.024514;0.0435;383.0;383.0;383.0;1.0;0.0;1;-30.0;30.0
1031;348;0.015328;0.102262;0.1903;297.0;297.0;297.0;1.0;0.0;1;-30.0;30.0
1224;348;0.005531;0.02797;0.0567;357.0;357.0;357.0;1.0;0.0;1;-30.0;30.0
1515;348;0.001067;0.007289;0.0486;487.0;487.0;487.0;1.0;0.0;1;-30.0;30.0
338;348;5.9e-5;0.000889;0.003;935.0;935.0;935.0;1.0;0.0;1;-30.0;30.0
990;348;0.002805;0.019002;0.0365;558.0;558.0;558.0;1.0;0.0;1;-30.0;30.0
1488;348;0.001027;0.006775;0.0121;558.0;558.0;558.0;1.0;0.0;1;-30.0;30.0
336;348;7.9e-5;0.00083;0.002;935.0;935.0;935.0;1.0;0.0;1;-30.0;30.0
337;348;5.9e-5;0.000652;0.001;935.0;935.0;935.0;1.0;0.0;1;-30.0;30.0
436;350;0.003102;0.031524;0.8202;1002.0;1002.0;1002.0;1.0;0.0;1;-30.0;30.0
742;350;0.001168;0.011767;0.3018;1579.0;1579.0;1579.0;1.0;0.0;1;-30.0;30.0
436;350;0.00313;0.031724;0.8202;996.0;996.0;996.0;1.0;0.0;1;-30.0;30.0
743;350;0.001163;0.011728;0.3018;1579.0;1579.0;1579.0;1.0;0.0;1;-30.0;30.0
786;350;0.004905;0.049964;1.301;633.0;633.0;633.0;1.0;0.0;1;-30.0;30.0
339;350;2.1e-5;0.000249;0.0058;921.0;921.0;921.0;1.0;0.0;1;-30.0;30.0
352;351;0.001027;0.004721;0.0081;354.0;354.0;354.0;1.0;0.0;1;-30.0;30.0
836;351;0.001027;0.004899;0.0091;408.0;408.0;408.0;1.0;0.0;1;-30.0;30.0
826;352;0.002548;0.012346;0.0203;405.0;405.0;405.0;1.0;0.0;1;-30.0;30.0
365;353;0.004721;0.031348;0.0587;434.0;434.0;434.0;1.0;0.0;1;-30.0;30.0
1363;353;0.003556;0.023585;0.0435;416.0;416.0;416.0;1.0;0.0;1;-30.0;30.0
473;354;0.00156;0.01039;0.0192;482.0;482.0;482.0;1.0;0.0;1;-30.0;30.0
547;354;0.001084;0.005086;0.0111;361.0;361.0;361.0;1.0;0.0;1;-30.0;30.0
898;354;0.002153;0.012978;0.0243;454.0;454.0;454.0;1.0;0.0;1;-30.0;30.0
547;354;0.0011;0.004978;0.0142;353.0;353.0;353.0;1.0;0.0;1;-30.0;30.0
898;354;0.002173;0.013017;0.0243;454.0;454.0;454.0;1.0;0.0;1;-30.0;30.0
1454;355;0.000158;0.000691;0.001;274.0;274.0;274.0;1.0;0.0;1;-30.0;30.0
858;356;0.002544;0.02015;0.0348;561.0;561.0;561.0;1.0;0.0;1;-30.0;30.0
1239;356;0.003727;0.028836;0.0527;562.0;562.0;562.0;1.0;0.0;1;-30.0;30.0
382;357;3.5e-5;0.000512;0.0144;1382.0;1382.0;1382.0;1.0;0.0;1;-30.0;30.0
1008;357;0.001887;0.019088;0.4938;1611.0;1611.0;1611.0;1.0;0.0;1;-30.0;30.0
1271;357;0.001579;0.01509;0.4087;1611.0;1611.0;1611.0;1.0;0.0;1;-30.0;30.0
1320;357;0.000949;0.009342;0.2426;1611.0;1611.0;1611.0;1.0;0.0;1;-30.0;30.0
381;357;3.5e-5;0.000506;0.0144;1382.0;1382.0;1382.0;1.0;0.0;1;-30.0;30.0
1008;357;0.001874;0.018954;0.491;1611.0;1611.0;1611.0;1.0;0.0;1;-30.0;30.0
1320;357;0.00097;0.009536;0.2484;1611.0;1611.0;1611.0;1.0;0.0;1;-30.0;30.0
383;357;3.5e-5;0.000547;0.0144;1382.0;1382.0;1382.0;1.0;0.0;1;-30.0;30.0
1320;357;0.00097;0.009536;0.2484;1611.0;1611.0;1611.0;1.0;0.0;1;-30.0;30.0
384;357;3.5e-5;0.000547;0.0144;1382.0;1382.0;1382.0;1.0;0.0;1;-30.0;30.0
1455;358;0.000869;0.006025;0.0101;502.0;502.0;502.0;1.0;0.0;1;-30.0;30.0
478;361;0.001027;0.006677;0.0121;488.0;488.0;488.0;1.0;0.0;1;-30.0;30.0
601;360;0.009521;0.064237;0.1215;375.0;375.0;375.0;1.0;0.0;1;-30.0;30.0
825;361;0.002133;0.023348;0.0648;502.0;502.0;502.0;1.0;0.0;1;-30.0;30.0
941;362;0.002232;0.007802;0.0142;287.0;287.0;287.0;1.0;0.0;1;-30.0;30.0
1137;360;0.000593;0.002588;0.0162;261.0;261.0;261.0;1.0;0.0;1;-30.0;30.0
1166;360;2.0e-5;0.015803;0.0;287.0;287.0;287.0;1.0;0.0;1;-30.0;30.0
1182;361;0.001778;0.016356;0.0405;502.0;502.0;502.0;1.0;0.0;1;-30.0;30.0
1258;361;0.011694;0.078657;0.1519;375.0;375.0;375.0;1.0;0.0;1;-30.0;30.0
1531;361;0.000237;0.00156;0.0142;19617.0;19617.0;19617.0;1.0;0.0;1;-30.0;30.0
478;360;0.001027;0.006657;0.0121;464.0;464.0;464.0;1.0;0.0;1;-30.0;30.0
988;360;0.00476;0.022499;0.0375;333.0;333.0;333.0;1.0;0.0;1;-30.0;30.0
1166;362;2.0e-5;0.000198;0.0;155535.0;155535.0;155535.0;1.0;0.0;1;-30.0;30.0
1343;363;0.000462;0.006438;0.1689;1842.0;1842.0;1842.0;1.0;0.0;1;-30.0;30.0
1343;363;0.000462;0.006434;0.1689;1842.0;1842.0;1842.0;1.0;0.0;1;-30.0;30.0
527;364;0.003234;0.01923;0.0365;410.0;410.0;410.0;1.0;0.0;1;-30.0;30.0
557;364;0.019951;0.071546;0.1144;417.0;417.0;417.0;1.0;0.0;1;-30.0;30.0
933;364;0.016;0.053472;0.0861;555.0;555.0;555.0;1.0;0.0;1;-30.0;30.0
996;365;0.005472;0.037728;0.0709;411.0;411.0;411.0;1.0;0.0;1;-30.0;30.0
1268;365;0.000968;0.00638;0.0111;399.0;399.0;399.0;1.0;0.0;1;-30.0;30.0
1499;365;0.005669;0.025639;0.0456;333.0;333.0;333.0;1.0;0.0;1;-30.0;30.0
657;366;0.082196;0.171444;0.0486;167.0;167.0;167.0;1.0;0.0;1;-30.0;30.0
605;367;0.002825;0.018765;0.0349;575.0;575.0;575.0;1.0;0.0;1;-30.0;30.0
722;367;0.000474;0.003101;0.0061;575.0;575.0;575.0;1.0;0.0;1;-30.0;30.0
1420;367;0.00173;0.01154;0.0213;566.0;566.0;566.0;1.0;0.0;1;-30.0;30.0
1420;367;0.001719;0.011496;0.0289;368.0;368.0;368.0;1.0;0.0;1;-30.0;30.0
533;368;0.013472;0.067378;0.1215;413.0;413.0;413.0;1.0;0.0;1;-30.0;30.0
1106;368;0.004563;0.02448;0.0425;413.0;413.0;413.0;1.0;0.0;1;-30.0;30.0
1433;368;0.010627;0.045511;0.0749;302.0;302.0;302.0;1.0;0.0;1;-30.0;30.0
1501;368;0.009798;0.045748;0.0815;337.0;337.0;337.0;1.0;0.0;1;-30.0;30.0
1519;368;0.011674;0.053096;0.0921;331.0;331.0;331.0;1.0;0.0;1;-30.0;30.0
890;369;0.000812;0.006278;0.1271;1397.0;1397.0;1397.0;1.0;0.0;1;-30.0;30.0
1080;369;0.001797;0.019272;0.4216;1648.0;1648.0;1648.0;1.0;0.0;1;-30.0;30.0
1365;369;0.003831;0.029281;0.592;1080.0;1080.0;1080.0;1.0;0.0;1;-30.0;30.0
573;371;0.000198;0.0016;0.162;434.0;434.0;434.0;1.0;0.0;1;-30.0;30.0
1133;371;0.000454;0.001106;0.1002;268.0;268.0;268.0;1.0;0.0;1;-30.0;30.0
1294;370;0.000316;0.000948;0.1094;268.0;268.0;268.0;1.0;0.0;1;-30.0;30.0
559;372;0.00077;0.011178;0.312;1974.0;1974.0;1974.0;1.0;0.0;1;-30.0;30.0
623;372;0.00088;0.012722;0.3292;2200.0;2200.0;2200.0;1.0;0.0;1;-30.0;30.0
1242;372;0.000312;0.004467;0.1155;2200.0;2200.0;2200.0;1.0;0.0;1;-30.0;30.0
559;373;0.000771;0.011192;0.291;1842.0;1842.0;1842.0;1.0;0.0;1;-30.0;30.0
1243;373;0.000312;0.004467;0.1155;2200.0;2200.0;2200.0;1.0;0.0;1;-30.0;30.0
512;374;2.0e-5;0.000198;0.003;155535.0;155535.0;155535.0;1.0;0.0;1;-30.0;30.0
1274;375;0.000178;0.000632;0.078;370.0;370.0;370.0;1.0;0.0;1;-30.0;30.0
660;377;0.00077;0.005195;0.0091;545.0;545.0;545.0;1.0;0.0;1;-30.0;30.0
1026;377;0.000553;0.003694;0.0157;435.0;435.0;435.0;1.0;0.0;1;-30.0;30.0
1117;377;0.000514;0.001007;0.1499;27378.0;27378.0;27378.0;1.0;0.0;1;-30.0;30.0
1358;377;0.001679;0.008296;0.0152;432.0;432.0;432.0;1.0;0.0;1;-30.0;30.0
1420;377;0.002548;0.016968;0.0314;566.0;566.0;566.0;1.0;0.0;1;-30.0;30.0
660;377;0.000731;0.004938;0.0091;471.0;471.0;471.0;1.0;0.0;1;-30.0;30.0
1026;377;0.000533;0.003635;0.0061;566.0;566.0;566.0;1.0;0.0;1;-30.0;30.0
1116;377;0.000494;0.001007;0.1488;27596.0;27596.0;27596.0;1.0;0.0;1;-30.0;30.0
530;378;0.000514;0.001185;0.0719;23964.0;23964.0;23964.0;1.0;0.0;1;-30.0;30.0
574;379;0.000138;0.000573;0.001;329.0;329.0;329.0;1.0;0.0;1;-30.0;30.0
752;380;0.000632;0.004168;0.0081;440.0;440.0;440.0;1.0;0.0;1;-30.0;30.0
1456;385;2.0e-5;0.000198;0.003;354.0;354.0;354.0;1.0;0.0;1;-30.0;30.0
397;386;0.0004;0.001244;0.0004;23302.0;23302.0;23302.0;1.0;0.0;1;-30.0;30.0
467;386;0.019956;0.0604;0.0198;479.0;479.0;479.0;1.0;0.0;1;-30.0;30.0
1113;386;0.017467;0.063733;0.0216;461.0;461.0;461.0;1.0;0.0;1;-30.0;30.0
1485;387;0.001233;0.008227;0.0147;525.0;525.0;525.0;1.0;0.0;1;-30.0;30.0
598;388;0.003911;0.027062;0.0486;438.0;438.0;438.0;1.0;0.0;1;-30.0;30.0
854;388;0.000711;0.006894;0.0223;865.0;865.0;865.0;1.0;0.0;1;-30.0;30.0
865;388;0.007012;0.030617;0.0511;455.0;455.0;455.0;1.0;0.0;1;-30.0;30.0
1322;388;0.007639;0.051542;0.2291;502.0;502.0;502.0;1.0;0.0;1;-30.0;30.0
443;390;0.002597;0.034127;1.1812;932.0;932.0;932.0;1.0;0.0;1;-30.0;30.0
963;390;0.002999;0.033656;0.6729;944.0;944.0;944.0;1.0;0.0;1;-30.0;30.0
1150;390;0.001302;0.013172;0.3408;1727.0;1727.0;1727.0;1.0;0.0;1;-30.0;30.0
443;390;0.002597;0.034127;1.1783;932.0;932.0;932.0;1.0;0.0;1;-30.0;30.0
857;390;0.000256;0.002701;0.0693;1579.0;1579.0;1579.0;1.0;0.0;1;-30.0;30.0
1150;390;0.001309;0.013255;0.3437;1727.0;1727.0;1727.0;1.0;0.0;1;-30.0;30.0
1360;391;0.002765;0.01843;0.0344;540.0;540.0;540.0;1.0;0.0;1;-30.0;30.0
601;392;0.002114;0.012662;0.0233;374.0;374.0;374.0;1.0;0.0;1;-30.0;30.0
1437;392;0.000595;0.004024;0.0081;503.0;503.0;503.0;1.0;0.0;1;-30.0;30.0
602;393;0.001264;0.008415;0.0152;433.0;433.0;433.0;1.0;0.0;1;-30.0;30.0
1835;395;0.000731;0.001383;0.1853;19787.0;19787.0;19787.0;1.0;0.0;1;-30.0;30.0
420;398;0.005867;0.03919;0.083;448.0;448.0;448.0;1.0;0.0;1;-30.0;30.0
1466;398;0.003812;0.025482;0.0466;356.0;356.0;356.0;1.0;0.0;1;-30.0;30.0
1058;399;0.00316;0.021017;0.0375;528.0;528.0;528.0;1.0;0.0;1;-30.0;30.0
1079;399;0.004612;0.030706;0.0547;524.0;524.0;524.0;1.0;0.0;1;-30.0;30.0
1090;401;0.000138;0.001363;0.2025;22551.0;22551.0;22551.0;1.0;0.0;1;-30.0;30.0
1090;400;0.000158;0.001323;0.1822;23186.0;23186.0;23186.0;1.0;0.0;1;-30.0;30.0
520;402;0.000559;0.001024;0.0729;26532.0;26532.0;26532.0;1.0;0.0;1;-30.0;30.0
1164;403;0.000292;0.002538;0.2546;409.0;409.0;409.0;1.0;0.0;1;-30.0;30.0
1348;404;0.000632;0.004306;0.0081;566.0;566.0;566.0;1.0;0.0;1;-30.0;30.0
964;405;0.001244;0.008415;0.0309;388.0;388.0;388.0;1.0;0.0;1;-30.0;30.0
1169;405;0.002114;0.014242;0.0486;440.0;440.0;440.0;1.0;0.0;1;-30.0;30.0
1393;407;0.001719;0.008;0.0132;274.0;274.0;274.0;1.0;0.0;1;-30.0;30.0
1427;409;0.000608;0.004067;0.0071;379.0;379.0;379.0;1.0;0.0;1;-30.0;30.0
1521;409;0.002054;0.013689;0.0253;541.0;541.0;541.0;1.0;0.0;1;-30.0;30.0
573;410;0.000356;0.000731;0.0415;38142.0;38142.0;38142.0;1.0;0.0;1;-30.0;30.0
413;411;2.0e-5;9.8e-5;0.0111;314576.0;314576.0;314576.0;1.0;0.0;1;-30.0;30.0
730;412;0.000968;0.005906;0.0602;461.0;461.0;461.0;1.0;0.0;1;-30.0;30.0
845;412;0.001331;0.009015;0.0906;461.0;461.0;461.0;1.0;0.0;1;-30.0;30.0
698;413;0.00561;0.030894;0.0567;413.0;413.0;413.0;1.0;0.0;1;-30.0;30.0
1404;413;0.003812;0.025383;0.0471;540.0;540.0;540.0;1.0;0.0;1;-30.0;30.0
1363;414;0.005233;0.024413;0.0435;337.0;337.0;337.0;1.0;0.0;1;-30.0;30.0
1499;414;0.002252;0.01037;0.0182;333.0;333.0;333.0;1.0;0.0;1;-30.0;30.0
1364;414;0.00397;0.02639;0.0537;413.0;413.0;413.0;1.0;0.0;1;-30.0;30.0
752;416;0.005314;0.024119;0.0425;384.0;384.0;384.0;1.0;0.0;1;-30.0;30.0
1314;416;0.003398;0.017541;0.0314;384.0;384.0;384.0;1.0;0.0;1;-30.0;30.0
752;416;0.005412;0.024571;0.0461;384.0;384.0;384.0;1.0;0.0;1;-30.0;30.0
279;418;0.001256;0.008251;0.2389;375.0;375.0;375.0;1.0;0.0;1;-30.0;30.0
1334;418;0.000158;0.000652;0.0729;413.0;413.0;413.0;1.0;0.0;1;-30.0;30.0
1459;419;0.001047;0.006973;0.0132;354.0;354.0;354.0;1.0;0.0;1;-30.0;30.0
620;420;0.005393;0.029649;0.0638;348.0;348.0;348.0;1.0;0.0;1;-30.0;30.0
621;420;0.005393;0.02963;0.0638;348.0;348.0;348.0;1.0;0.0;1;-30.0;30.0
1466;420;0.001877;0.012543;0.0344;448.0;448.0;448.0;1.0;0.0;1;-30.0;30.0
550;421;0.000589;0.007708;0.2628;2487.0;2487.0;2487.0;1.0;0.0;1;-30.0;30.0
1353;421;0.00115;0.01169;0.3032;1579.0;1579.0;1579.0;1.0;0.0;1;-30.0;30.0
1426;421;0.00241;0.024446;0.6325;1297.0;1297.0;1297.0;1.0;0.0;1;-30.0;30.0
550;421;0.000589;0.007708;0.2628;2389.0;2389.0;2389.0;1.0;0.0;1;-30.0;30.0
1353;421;0.00115;0.01169;0.3032;1579.0;1579.0;1579.0;1.0;0.0;1;-30.0;30.0
1386;421;0.00153;0.015526;0.4014;1828.0;1828.0;1828.0;1.0;0.0;1;-30.0;30.0
905;422;0.004464;0.029669;0.0547;540.0;540.0;540.0;1.0;0.0;1;-30.0;30.0
1360;422;0.005156;0.034489;0.0638;540.0;540.0;540.0;1.0;0.0;1;-30.0;30.0
1322;423;0.008122;0.036857;0.0655;329.0;329.0;329.0;1.0;0.0;1;-30.0;30.0
1355;423;0.011081;0.049936;0.0891;265.0;265.0;265.0;1.0;0.0;1;-30.0;30.0
619;424;0.000336;0.002173;0.004;471.0;471.0;471.0;1.0;0.0;1;-30.0;30.0
504;425;0.00156;0.01041;0.0192;541.0;541.0;541.0;1.0;0.0;1;-30.0;30.0
583;425;0.000178;0.001659;0.0061;818.0;818.0;818.0;1.0;0.0;1;-30.0;30.0
1053;425;0.002035;0.012563;0.1094;378.0;378.0;378.0;1.0;0.0;1;-30.0;30.0
1060;425;0.000257;0.001659;0.003;541.0;541.0;541.0;1.0;0.0;1;-30.0;30.0
504;425;0.001432;0.009557;0.0223;541.0;541.0;541.0;1.0;0.0;1;-30.0;30.0
1060;425;0.000158;0.001067;0.0046;541.0;541.0;541.0;1.0;0.0;1;-30.0;30.0
614;426;0.008542;0.029422;0.0095;1044.0;1044.0;1044.0;1.0;0.0;1;-30.0;30.0
791;427;0.003368;0.036373;0.0273;420.0;420.0;420.0;1.0;0.0;1;-30.0;30.0
1349;428;0.000375;0.001383;0.1711;313.0;313.0;313.0;1.0;0.0;1;-30.0;30.0
1414;429;0.000903;0.006023;0.0111;522.0;522.0;522.0;1.0;0.0;1;-30.0;30.0
772;432;0.002359;0.016431;0.0203;319.0;319.0;319.0;1.0;0.0;1;-30.0;30.0
662;433;4.0e-5;0.000988;0.004;1363.0;1363.0;1363.0;1.0;0.0;1;-30.0;30.0
1305;433;5.9e-5;0.001185;0.004;1363.0;1363.0;1363.0;1.0;0.0;1;-30.0;30.0
1312;433;4.0e-5;0.000988;0.004;1363.0;1363.0;1363.0;1.0;0.0;1;-30.0;30.0
1544;434;0.000968;0.00644;0.0121;545.0;545.0;545.0;1.0;0.0;1;-30.0;30.0
919;435;0.011773;0.053926;0.0962;427.0;427.0;427.0;1.0;0.0;1;-30.0;30.0
679;436;0.000966;0.009803;0.2526;1579.0;1579.0;1579.0;1.0;0.0;1;-30.0;30.0
961;436;0.002015;0.020838;0.5401;1517.0;1517.0;1517.0;1.0;0.0;1;-30.0;30.0
678;436;0.000963;0.009792;0.2541;1579.0;1579.0;1579.0;1.0;0.0;1;-30.0;30.0
1303;439;0.002805;0.019378;0.0365;515.0;515.0;515.0;1.0;0.0;1;-30.0;30.0
1488;440;0.010311;0.068543;0.1276;443.0;443.0;443.0;1.0;0.0;1;-30.0;30.0
1539;440;0.001017;0.006912;0.0633;449.0;449.0;449.0;1.0;0.0;1;-30.0;30.0
711;441;0.000976;0.013206;0.4448;2406.0;2406.0;2406.0;1.0;0.0;1;-30.0;30.0
742;441;0.001017;0.010325;0.2657;1828.0;1828.0;1828.0;1.0;0.0;1;-30.0;30.0
829;441;0.001369;0.017997;0.6209;1759.0;1759.0;1759.0;1.0;0.0;1;-30.0;30.0
1023;441;0.002352;0.025391;0.5704;1245.0;1245.0;1245.0;1.0;0.0;1;-30.0;30.0
1041;441;0.002021;0.026575;0.9197;1191.0;1191.0;1191.0;1.0;0.0;1;-30.0;30.0
711;441;0.000976;0.013213;0.4448;2405.0;2405.0;2405.0;1.0;0.0;1;-30.0;30.0
743;441;0.001017;0.010325;0.2657;1828.0;1828.0;1828.0;1.0;0.0;1;-30.0;30.0
1355;442;0.005223;0.034671;0.076;428.0;428.0;428.0;1.0;0.0;1;-30.0;30.0
576;443;2.1e-5;0.000301;0.0116;2176.0;2176.0;2176.0;1.0;0.0;1;-30.0;30.0
719;443;0.000697;0.009107;0.3114;2487.0;2487.0;2487.0;1.0;0.0;1;-30.0;30.0
577;443;1.9e-5;0.00028;0.0108;2176.0;2176.0;2176.0;1.0;0.0;1;-30.0;30.0
1352;443;0.001244;0.016445;0.5652;1934.0;1934.0;1934.0;1.0;0.0;1;-30.0;30.0
495;444;0.005096;0.033837;0.0628;428.0;428.0;428.0;1.0;0.0;1;-30.0;30.0
1460;444;0.005057;0.030084;0.0567;430.0;430.0;430.0;1.0;0.0;1;-30.0;30.0
1461;445;2.0e-6;0.000198;0.0066;401.0;401.0;401.0;1.0;0.0;1;-30.0;30.0
721;446;0.000336;0.001481;0.003;348.0;348.0;348.0;1.0;0.0;1;-30.0;30.0
1348;446;0.000652;0.004346;0.0081;566.0;566.0;566.0;1.0;0.0;1;-30.0;30.0
720;446;0.000336;0.001501;0.003;348.0;348.0;348.0;1.0;0.0;1;-30.0;30.0
515;448;0.006202;0.041343;0.0759;535.0;535.0;535.0;1.0;0.0;1;-30.0;30.0
1298;448;0.001205;0.008099;0.0152;575.0;575.0;575.0;1.0;0.0;1;-30.0;30.0
1298;448;0.001225;0.008099;0.0152;575.0;575.0;575.0;1.0;0.0;1;-30.0;30.0
1462;449;0.000988;0.005709;0.0101;431.0;431.0;431.0;1.0;0.0;1;-30.0;30.0
1055;450;0.001877;0.012504;0.0223;482.0;482.0;482.0;1.0;0.0;1;-30.0;30.0
1101;450;0.001462;0.009758;0.0182;482.0;482.0;482.0;1.0;0.0;1;-30.0;30.0
1260;452;2.8e-5;0.000388;0.0087;1842.0;1842.0;1842.0;1.0;0.0;1;-30.0;30.0
1260;451;2.8e-5;0.000388;0.0087;1842.0;1842.0;1842.0;1.0;0.0;1;-30.0;30.0
1260;453;2.8e-5;0.000388;0.0087;1842.0;1842.0;1842.0;1.0;0.0;1;-30.0;30.0
1260;454;2.8e-5;0.000388;0.0087;1842.0;1842.0;1842.0;1.0;0.0;1;-30.0;30.0
730;455;0.000672;0.003891;0.08;461.0;461.0;461.0;1.0;0.0;1;-30.0;30.0
730;455;0.000632;0.003812;0.0911;461.0;461.0;461.0;1.0;0.0;1;-30.0;30.0
570;456;0.00083;0.005709;0.0182;420.0;420.0;420.0;1.0;0.0;1;-30.0;30.0
1096;456;0.001709;0.016636;0.0577;866.0;866.0;866.0;1.0;0.0;1;-30.0;30.0
1185;456;0.001758;0.017442;0.0547;584.0;584.0;584.0;1.0;0.0;1;-30.0;30.0
570;456;0.00083;0.005709;0.0223;420.0;420.0;420.0;1.0;0.0;1;-30.0;30.0
1008;458;0.000187;0.00349;0.0941;2250.0;2250.0;2250.0;1.0;0.0;1;-30.0;30.0
765;459;0.003773;0.025264;0.0466;575.0;575.0;575.0;1.0;0.0;1;-30.0;30.0
1189;459;0.005195;0.023585;0.0415;364.0;364.0;364.0;1.0;0.0;1;-30.0;30.0
1069;460;4.0e-5;0.000988;0.004;1363.0;1363.0;1363.0;1.0;0.0;1;-30.0;30.0
1319;460;5.9e-5;0.001047;0.004;1363.0;1363.0;1363.0;1.0;0.0;1;-30.0;30.0
1307;460;7.9e-5;0.001284;0.002;1363.0;1363.0;1363.0;1.0;0.0;1;-30.0;30.0
775;461;0.028721;0.081007;0.1357;358.0;358.0;358.0;1.0;0.0;1;-30.0;30.0
795;461;0.012247;0.062222;0.1073;414.0;414.0;414.0;1.0;0.0;1;-30.0;30.0
