bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
302;1;-0.0;-1.1;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
303;1;9.6;5.7;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
304;1;11.1;-0.5;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
305;2;0.0;0.0;0.0;0.0;1;1.01639;0.0;63.0;1;1.06453;0.96825
306;1;50.9;4.3;0.0;0.0;1;1.04553;0.0;225.0;1;1.09106;1.0
307;1;13.1;1.3;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
308;1;1.5;0.8;0.0;0.0;1;1.02667;0.0;150.0;1;1.10667;0.94667
309;1;-0.0;-4.2;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
310;2;1.6;-2.6;0.0;0.0;1;1.00477;0.0;63.0;1;1.08891;0.92063
311;1;0.0;0.0;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
312;1;0.0;0.0;0.0;0.0;1;1.05131;0.0;380.0;1;1.10263;1.0
313;2;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
314;2;0.0;0.0;0.0;0.0;1;0.94488;0.0;45.0;1;1.00087;0.88889
315;1;1.2;-1.2;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
317;1;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
318;1;-0.6;0.1;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
319;1;11.8;-2.1;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
320;1;94.8;-14.0;0.0;0.0;1;1.04967;0.0;225.0;1;1.09934;1.0
321;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
322;1;42.0;-1.2;0.0;0.0;1;1.0;0.0;225.0;1;1.08889;0.91111
323;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
324;1;19.1;2.6;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
325;1;17.2;-0.6;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
326;2;8.1;-1.1;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
327;1;-0.1;-0.9;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
328;1;29.3;-7.3;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
329;1;22.9;10.7;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
330;1;35.4;-3.0;0.0;0.0;1;1.01615;0.0;63.0;1;1.06405;0.96825
331;1;16.2;-2.5;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
332;1;0.7;-2.5;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
333;1;0.0;0.0;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
334;1;40.6;6.7;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
335;2;5.7;-0.1;0.0;0.0;1;1.0;0.0;20.0;1;1.2;0.8
336;1;0.0;0.0;0.0;0.0;1;1.02333;0.0;150.0;1;1.08;0.96667
337;1;25.6;1.0;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
338;1;9.4;-1.8;0.0;0.0;1;1.0579;0.0;380.0;1;1.11579;1.0
339;1;25.4;0.5;0.0;0.0;1;1.05837;0.0;380.0;1;1.11674;1.0
340;1;12.5;-9.7;0.0;0.0;1;1.0579;0.0;380.0;1;1.11579;1.0
341;1;-53.5;-23.1;0.0;0.0;1;1.05794;0.0;380.0;1;1.11587;1.0
342;1;47.2;8.5;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
343;1;0.0;0.0;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
344;1;21.4;-2.2;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
345;1;16.2;-2.1;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
346;1;7.9;1.8;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
347;1;0.0;0.0;0.0;-64.0;1;1.0;0.0;20.0;1;1.2;0.8
348;1;0.0;0.0;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
349;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
350;1;32.1;5.4;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
351;1;-0.8;-1.0;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
352;1;81.7;-8.9;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
353;1;11.4;-0.4;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
354;1;20.0;-8.0;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
355;1;0.0;0.0;0.0;0.0;1;1.0;0.0;20.0;1;1.2;0.8
356;1;0.0;0.0;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
357;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
358;1;78.5;20.8;0.0;0.0;1;1.00889;0.0;225.0;1;1.08889;0.92889
359;1;96.4;-58.1;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
360;1;16.4;-0.7;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
361;1;89.4;3.6;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
362;1;29.3;0.1;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
363;1;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
364;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
365;1;196.9;18.5;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
366;1;0.0;0.0;0.0;0.0;1;1.05131;0.0;380.0;1;1.10263;1.0
367;2;49.6;25.1;0.0;0.0;1;1.0;0.0;20.0;1;1.2;0.8
368;1;0.0;0.0;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
369;1;151.7;47.7;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
370;1;0.2;-0.4;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
371;2;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
372;1;152.6;-17.6;0.0;0.0;1;1.05131;0.0;380.0;1;1.10263;1.0
373;1;-3.5;-9.1;0.0;0.0;1;1.0414;0.0;225.0;1;1.09613;0.98667
374;1;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
375;1;7.0;-5.3;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
376;1;0.9;-2.6;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
377;1;25.5;-9.3;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
378;1;8.5;-2.6;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
379;1;0.0;0.0;0.0;0.0;1;1.0;0.0;20.0;1;1.2;0.8
380;1;0.0;0.0;0.0;0.0;1;1.00314;0.0;63.0;1;1.06977;0.93651
381;1;0.0;0.0;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
382;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
383;1;0.3;-0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
384;1;0.0;0.0;0.0;0.0;1;1.04522;0.0;225.0;1;1.09043;1.0
385;1;0.0;0.0;0.0;0.0;1;1.02333;0.0;150.0;1;1.08;0.96667
386;1;24.4;3.3;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
387;1;24.8;-1.9;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
388;1;17.8;-0.2;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
389;1;54.6;-5.2;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
390;1;0.0;0.0;0.0;0.0;1;1.0;0.0;20.0;1;1.2;0.8
391;1;96.5;-19.6;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
392;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
393;1;11.0;-0.9;0.0;0.0;1;1.00203;0.0;63.0;1;1.06755;0.93651
394;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
395;1;167.4;3.6;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
396;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
397;1;35.1;4.8;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
398;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
399;2;4.8;-6.6;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
400;1;0.0;0.0;0.0;0.0;1;1.05131;0.0;380.0;1;1.10263;1.0
401;1;0.0;0.0;0.0;0.0;1;1.05131;0.0;380.0;1;1.10263;1.0
402;1;168.9;-25.7;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
403;1;-30.5;-26.6;0.0;0.0;1;1.05823;0.0;380.0;1;1.11646;1.0
404;1;-8.5;-6.0;0.0;0.0;1;1.0589;0.0;380.0;1;1.11779;1.0
405;1;28.8;-17.4;0.0;0.0;1;0.98889;0.0;225.0;1;1.08889;0.88889
406;1;0.0;0.0;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
407;1;0.0;0.0;0.0;-64.0;1;1.0;0.0;20.0;1;1.2;0.8
408;1;0.0;0.0;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
409;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
410;1;89.2;-30.2;0.0;0.0;1;1.04853;0.0;225.0;1;1.09705;1.0
411;1;27.7;12.5;0.0;0.0;1;1.05131;0.0;380.0;1;1.10263;1.0
412;1;24.9;-10.0;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
413;1;1.4;-8.2;0.0;0.0;1;1.01182;0.0;225.0;1;1.09031;0.93333
414;1;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
415;1;49.2;2.6;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
416;1;32.7;5.0;0.0;0.0;1;0.98889;0.0;225.0;1;1.08889;0.88889
417;1;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
418;2;0.0;0.0;0.0;0.0;1;1.0;0.0;20.0;1;1.2;0.8
419;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
420;1;2.5;1.2;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
421;1;134.5;28.0;0.0;0.0;1;1.04498;0.0;225.0;1;1.08996;1.0
422;1;9.6;-0.5;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
423;1;40.9;-1.8;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
424;1;10.2;-1.1;0.0;0.0;1;1.00334;0.0;150.0;1;1.10667;0.9
425;1;-0.0;0.5;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
426;2;-4.7;-0.6;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
427;1;-0.0;0.2;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
428;1;79.2;-4.3;0.0;0.0;1;1.04317;0.0;225.0;1;1.08635;1.0
429;1;18.1;10.8;0.0;0.0;1;1.03809;0.0;225.0;1;1.08951;0.98667
430;1;56.8;-26.8;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
431;1;2.9;-17.7;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
432;1;11.4;2.7;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
433;1;95.8;-10.7;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
434;1;30.3;-2.4;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
435;1;22.5;-3.2;0.0;0.0;1;1.0;0.0;20.0;1;1.2;0.8
436;1;23.1;3.4;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
437;1;118.2;30.9;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
438;1;24.8;0.6;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
439;1;54.2;10.1;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
440;1;18.3;-1.3;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
441;1;169.8;5.9;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
442;1;0.0;0.0;0.0;0.0;1;0.94444;0.0;45.0;1;1.0;0.88889
443;1;5.1;6.9;0.0;0.0;1;0.98889;0.0;225.0;1;1.08889;0.88889
444;1;205.5;-9.2;0.0;0.0;1;1.0431;0.0;225.0;1;1.08619;1.0
445;1;-3.6;-0.7;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
446;1;0.6;2.8;0.0;0.0;1;1.05131;0.0;380.0;1;1.10263;1.0
447;1;5.2;-2.1;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
448;1;0.0;0.0;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
449;1;30.9;5.1;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
450;1;100.0;-1.2;0.0;-80.0;1;1.04445;0.0;225.0;1;1.08889;1.0
451;1;33.6;-0.2;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
452;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
453;1;1.3;1.9;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
454;1;0.0;0.0;0.0;0.0;1;1.05131;0.0;380.0;1;1.10263;1.0
455;1;94.7;-5.3;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
456;1;25.3;1.3;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
457;1;57.2;3.6;0.0;0.0;1;1.03897;0.0;225.0;1;1.09127;0.98667
458;1;0.0;0.0;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
459;1;0.0;0.0;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
460;2;0.0;0.0;0.0;0.0;1;1.04643;0.0;225.0;1;1.09286;1.0
461;2;0.0;0.0;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
462;1;14.0;-0.1;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
463;1;-0.5;-0.9;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
464;1;0.0;0.0;0.0;0.0;1;1.05131;0.0;380.0;1;1.10263;1.0
465;1;7.1;1.4;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
466;1;7.0;7.4;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
467;1;49.1;-0.6;0.0;0.0;1;1.04387;0.0;225.0;1;1.08774;1.0
468;1;0.1;0.7;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
469;1;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
470;1;0.0;0.0;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
471;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
472;1;29.8;-19.9;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
473;1;4.2;-0.4;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
474;1;89.1;1.0;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
475;1;-5.2;10.3;0.0;0.0;1;1.0;0.0;150.0;1;1.1;0.9
476;1;13.4;-2.3;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
477;1;51.3;-8.9;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
478;1;0.2;-0.0;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
479;1;0.0;0.0;0.0;-80.0;1;1.0;0.0;20.0;1;1.2;0.8
480;1;35.9;-18.6;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
481;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
482;2;23.4;-9.6;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
483;1;62.3;6.1;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
484;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
485;1;33.4;5.2;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
486;1;8.6;1.3;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
487;1;0.0;0.0;0.0;0.0;1;0.98889;0.0;225.0;1;1.08889;0.88889
488;1;46.7;21.4;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
489;2;-0.6;-0.0;0.0;0.0;1;1.00336;0.0;63.0;1;1.08609;0.92063
490;1;0.0;0.0;0.0;0.0;1;1.00782;0.0;63.0;1;1.09501;0.92063
492;1;1.8;-0.1;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
493;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
494;1;0.0;0.0;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
495;1;9.0;0.9;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
496;1;21.5;-0.9;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
497;1;0.0;0.0;0.0;0.0;1;1.02333;0.0;150.0;1;1.08;0.96667
498;1;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
499;2;0.0;0.0;0.0;0.0;1;1.02872;0.0;63.0;1;1.1368;0.92063
500;1;0.6;0.9;0.0;0.0;1;0.94444;0.0;45.0;1;1.0;0.88889
501;1;1.8;-0.5;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
502;1;14.6;1.7;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
503;1;17.0;-1.9;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
504;2;0.0;0.0;0.0;0.0;1;0.94451;0.0;45.0;1;1.00014;0.88889
505;1;77.9;8.9;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
506;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
507;1;14.3;-1.3;0.0;0.0;1;0.98889;0.0;225.0;1;1.08889;0.88889
508;1;0.0;0.0;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
509;1;0.0;0.1;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
510;1;19.0;4.5;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
511;1;60.0;8.7;0.0;0.0;1;1.04101;0.0;225.0;1;1.09536;0.98667
512;1;36.1;-22.8;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
513;2;0.0;0.0;0.0;0.0;1;1.0;0.0;20.0;1;1.2;0.8
514;1;0.0;0.0;0.0;0.0;1;1.02333;0.0;150.0;1;1.08;0.96667
515;1;10.1;-0.5;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
516;1;130.2;-20.2;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
517;1;-10.5;-3.8;0.0;0.0;1;0.99919;0.0;225.0;1;1.09172;0.90667
518;1;0.0;0.0;0.0;0.0;1;1.03333;0.0;225.0;1;1.08889;0.97778
519;2;0.0;0.0;0.0;0.0;1;1.02201;0.0;63.0;1;1.07577;0.96825
520;1;41.3;10.8;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
521;1;35.7;10.3;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
522;1;87.8;19.0;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
523;1;4.9;4.7;0.0;0.0;1;1.0035;0.0;63.0;1;1.0705;0.93651
524;1;29.9;-6.7;0.0;0.0;1;1.00445;0.0;225.0;1;1.08889;0.92
525;1;0.0;-4.0;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
526;1;23.6;-1.3;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
527;1;146.1;9.5;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
528;1;3.0;1.3;0.0;0.0;1;1.00045;0.0;63.0;1;1.0644;0.93651
529;1;21.3;-1.9;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
530;1;-1.8;0.3;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
531;1;6.4;-0.9;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
532;1;35.4;3.9;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
533;1;-3.0;0.9;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
534;1;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
535;1;-0.0;0.4;0.0;0.0;1;1.00076;0.0;63.0;1;1.06502;0.93651
536;1;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
537;1;0.0;0.0;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
538;1;26.0;1.0;0.0;0.0;1;1.0;0.0;20.0;1;1.2;0.8
539;1;58.4;-13.5;0.0;0.0;1;1.04338;0.0;225.0;1;1.08675;1.0
540;1;3.1;0.7;0.0;0.0;1;1.02127;0.0;63.0;1;1.07428;0.96825
541;1;0.0;0.0;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
542;2;0.0;0.0;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
543;1;21.8;0.5;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
544;1;30.9;5.9;0.0;0.0;1;1.04538;0.0;225.0;1;1.09076;1.0
545;1;0.0;0.0;0.0;0.0;1;1.04323;0.0;225.0;1;1.0998;0.98667
546;1;69.6;7.0;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
547;1;16.0;-4.0;0.0;0.0;1;1.04319;0.0;225.0;1;1.09971;0.98667
548;1;19.7;4.5;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
549;2;0.0;0.0;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
550;1;5.8;2.2;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
551;1;129.1;6.7;0.0;0.0;1;1.03859;0.0;225.0;1;1.09052;0.98667
552;2;3.7;5.9;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
553;1;0.0;0.0;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
554;1;-0.4;0.8;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
555;1;41.8;11.1;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
556;1;9.0;-3.7;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
557;1;0.0;0.0;0.0;-64.0;1;1.0;0.0;20.0;1;1.2;0.8
558;1;35.7;-67.0;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
559;1;0.0;0.0;0.0;0.0;1;1.05131;0.0;380.0;1;1.10263;1.0
560;1;27.3;1.0;0.0;0.0;1;0.99778;0.0;225.0;1;1.08889;0.90667
561;1;49.3;-23.4;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
562;1;-15.1;-3.2;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
563;1;26.2;-1.4;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
564;2;3.3;4.5;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
565;1;0.0;0.0;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
566;1;0.0;0.0;0.0;0.0;1;1.00248;0.0;45.0;1;1.07162;0.93333
567;1;0.0;0.0;0.0;0.0;1;1.02667;0.0;150.0;1;1.10667;0.94667
568;1;0.0;0.0;0.0;0.0;1;0.98889;0.0;225.0;1;1.08889;0.88889
569;1;28.4;-1.8;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
570;1;22.0;2.1;0.0;0.0;1;0.98949;0.0;225.0;1;1.09009;0.88889
571;1;0.0;0.0;0.0;0.0;1;0.98889;0.0;225.0;1;1.08889;0.88889
572;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
573;1;0.0;0.0;0.0;0.0;1;0.975;0.0;225.0;1;1.15;0.8
574;1;49.1;-18.1;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
575;1;237.7;101.7;0.0;0.0;1;1.01333;0.0;225.0;1;1.04444;0.98222
576;1;13.9;-5.7;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
577;1;9.1;0.1;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
578;1;19.7;-2.4;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
579;1;0.0;0.0;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
580;1;88.8;-13.7;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
581;1;0.0;0.0;0.0;0.0;1;1.05131;0.0;380.0;1;1.10263;1.0
582;1;0.0;0.0;0.0;0.0;1;1.0;0.0;17.0;1;1.2;0.8
583;1;0.0;0.0;0.0;0.0;1;1.02222;0.0;225.0;1;1.15556;0.88889
584;1;64.5;-9.1;0.0;0.0;1;1.04262;0.0;225.0;1;1.08524;1.0
585;1;0.0;0.0;0.0;-64.0;1;1.0;0.0;20.0;1;1.2;0.8
586;1;69.7;-16.4;0.0;0.0;1;1.04251;0.0;225.0;1;1.08502;1.0
587;1;91.6;5.3;0.0;0.0;1;1.05131;0.0;380.0;1;1.10263;1.0
588;1;0.0;0.0;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
589;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
590;1;64.7;29.3;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
591;1;9.6;-7.0;0.0;0.0;1;1.00673;0.0;63.0;1;1.07696;0.93651
592;1;29.7;1.3;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
593;1;9.6;-0.7;0.0;0.0;1;0.98889;0.0;225.0;1;1.08889;0.88889
594;1;24.1;0.5;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
595;1;12.4;12.7;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
596;2;119.1;-26.4;0.0;0.0;1;1.04598;0.0;225.0;1;1.09196;1.0
597;1;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
598;1;7.4;4.6;0.0;0.0;1;0.98889;0.0;225.0;1;1.08889;0.88889
599;1;6.6;-5.3;0.0;0.0;1;1.00279;0.0;63.0;1;1.06907;0.93651
600;1;28.4;2.1;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
601;1;0.0;0.0;0.0;0.0;1;1.05131;0.0;380.0;1;1.10263;1.0
